total_number_messages_human;total_number_messages_agent;average_message_length_human;average_message_length_agent;ignored;world_nr;tick_nr
1;2;0;0;0;1;214
1;2;0;0;0;1;215
1;2;0;0;0;1;216
1;2;0;0;0;1;217
1;2;0;0;0;1;218
1;2;0;0;0;1;219
1;2;0;0;0;1;220
1;2;0;0;0;1;221
1;2;0;0;0;1;222
1;2;0;0;0;1;223
1;2;0;0;0;1;224
1;2;0;0;0;1;225
1;2;0;0;0;1;226
1;2;0;0;0;1;227
1;2;0;0;0;1;228
1;2;0;0;0;1;229
1;2;0;0;0;1;230
1;2;0;0;0;1;231
1;2;0;0;0;1;232
1;2;0;0;0;1;233
1;2;0;0;0;1;234
1;2;0;0;0;1;235
1;2;0;0;0;1;236
1;2;0;0;0;1;237
1;2;0;0;0;1;238
1;2;0;0;0;1;239
1;2;0;0;0;1;240
1;3;0;0;0;1;241
1;3;0;0;0;1;242
1;3;0;0;0;1;243
1;3;0;0;0;1;244
1;3;0;0;0;1;245
1;3;0;0;0;1;246
1;3;0;0;0;1;247
1;3;0;0;0;1;248
1;3;0;0;0;1;249
1;3;0;0;0;1;250
1;3;0;0;0;1;251
1;3;0;0;0;1;252
1;3;0;0;0;1;253
1;3;0;0;0;1;254
1;3;0;0;0;1;255
1;3;0;0;0;1;256
1;3;0;0;0;1;257
1;3;0;0;0;1;258
1;3;0;0;0;1;259
1;3;0;0;0;1;260
1;3;0;0;0;1;261
1;3;0;0;0;1;262
1;3;0;0;0;1;263
1;3;0;0;0;1;264
1;3;0;0;0;1;265
1;3;0;0;0;1;266
1;3;0;0;0;1;267
1;3;0;0;0;1;268
1;3;0;0;0;1;269
1;3;0;0;0;1;270
1;3;0;0;0;1;271
1;3;0;0;0;1;272
1;3;0;0;0;1;273
1;3;0;0;0;1;274
1;3;0;0;0;1;275
1;3;0;0;0;1;276
1;3;0;0;0;1;277
1;3;0;0;0;1;278
1;3;0;0;0;1;279
1;3;0;0;0;1;280
1;3;0;0;0;1;281
1;3;0;0;0;1;282
1;3;0;0;0;1;283
1;3;0;0;0;1;284
1;3;0;0;0;1;285
1;3;0;0;0;1;286
1;3;0;0;0;1;287
1;3;0;0;0;1;288
1;3;0;0;0;1;289
1;3;0;0;0;1;290
1;3;0;0;0;1;291
1;3;0;0;0;1;292
1;3;0;0;0;1;293
1;3;0;0;0;1;294
1;3;0;0;0;1;295
1;3;0;0;0;1;296
1;3;0;0;0;1;297
1;3;0;0;0;1;298
1;3;0;0;0;1;299
1;3;0;0;0;1;300
1;3;0;0;0;1;301
1;3;0;0;0;1;302
1;3;0;0;0;1;303
1;3;0;0;0;1;304
1;3;0;0;0;1;305
1;3;0;0;0;1;306
1;3;0;0;0;1;307
1;3;0;0;0;1;308
1;3;0;0;0;1;309
1;3;0;0;0;1;310
1;3;0;0;0;1;311
1;3;0;0;0;1;312
1;3;0;0;0;1;313
1;3;0;0;0;1;314
1;3;0;0;0;1;315
1;3;0;0;0;1;316
1;3;0;0;0;1;317
1;3;0;0;0;1;318
1;3;0;0;0;1;319
1;3;0;0;0;1;320
1;3;0;0;0;1;321
1;3;0;0;0;1;322
1;3;0;0;0;1;323
1;3;0;0;0;1;324
1;3;0;0;0;1;325
1;3;0;0;0;1;326
3;3;0;0;0;1;327
3;3;0;0;0;1;328
3;3;0;0;0;1;329
3;3;0;0;0;1;330
3;3;0;0;0;1;331
3;3;0;0;0;1;332
3;3;0;0;0;1;333
3;3;0;0;0;1;334
3;3;0;0;0;1;335
3;3;0;0;0;1;336
3;3;0;0;0;1;337
3;3;0;0;0;1;338
3;3;0;0;0;1;339
3;3;0;0;0;1;340
3;3;0;0;0;1;341
3;3;0;0;0;1;342
3;3;0;0;0;1;343
3;3;0;0;0;1;344
3;3;0;0;0;1;345
3;3;0;0;0;1;346
3;3;0;0;0;1;347
3;3;0;0;0;1;348
3;3;0;0;0;1;349
3;3;0;0;0;1;350
3;3;0;0;0;1;351
3;3;0;0;0;1;352
3;3;0;0;0;1;353
3;3;0;0;0;1;354
3;3;0;0;0;1;355
3;3;0;0;0;1;356
3;3;0;0;0;1;357
3;3;0;0;0;1;358
3;3;0;0;0;1;359
3;3;0;0;0;1;360
3;3;0;0;0;1;361
3;3;0;0;0;1;362
3;3;0;0;0;1;363
3;3;0;0;0;1;364
3;3;0;0;0;1;365
3;3;0;0;0;1;366
3;3;0;0;0;1;367
3;3;0;0;0;1;368
3;3;0;0;0;1;369
3;3;0;0;0;1;370
3;3;0;0;0;1;371
3;3;0;0;0;1;372
3;3;0;0;0;1;373
3;3;0;0;0;1;374
3;3;0;0;0;1;375
3;3;0;0;0;1;376
3;3;0;0;0;1;377
3;3;0;0;0;1;378
3;3;0;0;0;1;379
3;3;0;0;0;1;380
3;3;0;0;0;1;381
3;3;0;0;0;1;382
3;3;0;0;0;1;383
3;3;0;0;0;1;384
3;3;0;0;0;1;385
3;3;0;0;0;1;386
