total_number_messages_human;total_number_messages_agent;average_message_length_human;average_message_length_agent;ignored;world_nr;tick_nr
1;2;0;0;0;1;214
1;2;0;0;0;1;215
1;2;0;0;0;1;216
1;2;0;0;0;1;217
1;2;0;0;0;1;218
1;2;0;0;0;1;219
1;2;0;0;0;1;220
1;2;0;0;0;1;221
1;2;0;0;0;1;222
1;2;0;0;0;1;223
1;2;0;0;0;1;224
1;2;0;0;0;1;225
1;2;0;0;0;1;226
1;2;0;0;0;1;227
1;2;0;0;0;1;228
1;2;0;0;0;1;229
1;2;0;0;0;1;230
1;2;0;0;0;1;231
1;2;0;0;0;1;232
1;2;0;0;0;1;233
1;2;0;0;0;1;234
1;3;0;0;0;1;235
1;3;0;0;0;1;236
1;3;0;0;0;1;237
1;3;0;0;0;1;238
1;3;0;0;0;1;239
1;3;0;0;0;1;240
1;3;0;0;0;1;241
1;3;0;0;0;1;242
1;3;0;0;0;1;243
1;3;0;0;0;1;244
1;3;0;0;0;1;245
1;3;0;0;0;1;246
2;3;0;0;0;1;247
2;4;0;0;0;1;248
2;4;0;0;1.0;1;249
2;4;0;0;1.0;1;250
2;4;0;0;1.0;1;251
2;4;0;0;1.0;1;252
2;4;0;0;1.0;1;253
2;4;0;0;1.0;1;254
2;4;0;0;1.0;1;255
2;4;0;0;1.0;1;256
2;4;0;0;1.0;1;257
2;4;0;0;1.0;1;258
2;4;0;0;1.0;1;259
2;4;0;0;1.0;1;260
2;4;0;0;1.0;1;261
2;4;0;0;1.0;1;262
2;4;0;0;1.0;1;263
2;4;0;0;1.0;1;264
2;4;0;0;1.0;1;265
2;4;0;0;1.0;1;266
2;4;0;0;1.0;1;267
2;4;0;0;1.0;1;268
2;4;0;0;1.0;1;269
2;4;0;0;1.0;1;270
2;4;0;0;1.0;1;271
2;4;0;0;1.0;1;272
2;4;0;0;1.0;1;273
2;4;0;0;1.0;1;274
2;4;0;0;1.0;1;275
2;4;0;0;1.0;1;276
2;4;0;0;1.0;1;277
2;4;0;0;1.0;1;278
2;4;0;0;1.0;1;279
2;4;0;0;1.0;1;280
2;4;0;0;1.0;1;281
2;4;0;0;1.0;1;282
2;4;0;0;1.0;1;283
2;4;0;0;1.0;1;284
2;4;0;0;1.0;1;285
2;4;0;0;1.0;1;286
2;4;0;0;1.0;1;287
2;4;0;0;1.0;1;288
2;4;0;0;1.0;1;289
2;4;0;0;1.0;1;290
2;4;0;0;1.0;1;291
2;4;0;0;1.0;1;292
2;4;0;0;1.0;1;293
2;4;0;0;1.0;1;294
2;4;0;0;1.0;1;295
2;4;0;0;1.0;1;296
2;4;0;0;1.0;1;297
2;4;0;0;1.0;1;298
2;4;0;0;1.0;1;299
2;4;0;0;1.0;1;300
2;4;0;0;1.0;1;301
2;4;0;0;1.0;1;302
2;4;0;0;1.0;1;303
2;4;0;0;1.0;1;304
2;4;0;0;1.0;1;305
2;4;0;0;1.0;1;306
2;4;0;0;1.0;1;307
2;4;0;0;1.0;1;308
2;4;0;0;1.0;1;309
2;4;0;0;1.0;1;310
2;4;0;0;1.0;1;311
2;4;0;0;1.0;1;312
2;4;0;0;1.0;1;313
2;4;0;0;1.0;1;314
2;4;0;0;1.0;1;315
2;4;0;0;1.0;1;316
2;4;0;0;1.0;1;317
2;4;0;0;1.0;1;318
2;4;0;0;1.0;1;319
2;4;0;0;1.0;1;320
2;4;0;0;1.0;1;321
2;4;0;0;1.0;1;322
2;4;0;0;1.0;1;323
2;4;0;0;1.0;1;324
2;4;0;0;1.0;1;325
2;4;0;0;1.0;1;326
2;4;0;0;1.0;1;327
2;4;0;0;1.0;1;328
2;4;0;0;1.0;1;329
2;4;0;0;1.0;1;330
2;4;0;0;1.0;1;331
2;4;0;0;1.0;1;332
2;4;0;0;1.0;1;333
2;4;0;0;1.0;1;334
2;4;0;0;1.0;1;335
2;4;0;0;1.0;1;336
2;4;0;0;1.0;1;337
2;4;0;0;1.0;1;338
2;4;0;0;1.0;1;339
2;4;0;0;1.0;1;340
2;4;0;0;1.0;1;341
2;4;0;0;1.0;1;342
2;4;0;0;1.0;1;343
2;4;0;0;1.0;1;344
2;4;0;0;1.0;1;345
2;4;0;0;1.0;1;346
2;4;0;0;1.0;1;347
2;4;0;0;1.0;1;348
2;4;0;0;1.0;1;349
2;4;0;0;1.0;1;350
2;4;0;0;1.0;1;351
2;4;0;0;1.0;1;352
2;4;0;0;1.0;1;353
2;4;0;0;1.0;1;354
2;4;0;0;1.0;1;355
2;4;0;0;1.0;1;356
2;4;0;0;1.0;1;357
2;4;0;0;1.0;1;358
2;4;0;0;1.0;1;359
2;4;0;0;1.0;1;360
2;4;0;0;1.0;1;361
2;4;0;0;1.0;1;362
2;4;0;0;1.0;1;363
2;4;0;0;1.0;1;364
2;4;0;0;1.0;1;365
2;4;0;0;1.0;1;366
2;4;0;0;1.0;1;367
2;4;0;0;1.0;1;368
2;4;0;0;1.0;1;369
2;4;0;0;1.0;1;370
2;4;0;0;1.0;1;371
2;4;0;0;1.0;1;372
2;4;0;0;1.0;1;373
2;4;0;0;1.0;1;374
2;4;0;0;1.0;1;375
2;4;0;0;1.0;1;376
2;4;0;0;1.0;1;377
2;4;0;0;1.0;1;378
2;4;0;0;1.0;1;379
2;4;0;0;1.0;1;380
2;4;0;0;1.0;1;381
2;4;0;0;1.0;1;382
2;4;0;0;1.0;1;383
2;4;0;0;1.0;1;384
2;4;0;0;1.0;1;385
2;4;0;0;1.0;1;386
2;4;0;0;1.0;1;387
2;4;0;0;1.0;1;388
2;4;0;0;1.0;1;389
2;4;0;0;1.0;1;390
2;4;0;0;1.0;1;391
2;4;0;0;1.0;1;392
2;4;0;0;1.0;1;393
2;4;0;0;1.0;1;394
2;4;0;0;1.0;1;395
2;4;0;0;1.0;1;396
2;4;0;0;1.0;1;397
2;4;0;0;1.0;1;398
2;5;0;0;1.0;1;399
2;5;0;0;1.0;1;400
2;5;0;0;1.0;1;401
2;5;0;0;1.0;1;402
2;5;0;0;1.0;1;403
2;5;0;0;1.0;1;404
2;5;0;0;1.0;1;405
2;5;0;0;1.0;1;406
2;5;0;0;1.0;1;407
2;5;0;0;1.0;1;408
2;5;0;0;1.0;1;409
2;5;0;0;1.0;1;410
2;5;0;0;1.0;1;411
2;5;0;0;1.0;1;412
2;5;0;0;1.0;1;413
2;5;0;0;1.0;1;414
2;5;0;0;1.0;1;415
2;5;0;0;1.0;1;416
2;5;0;0;1.0;1;417
2;5;0;0;1.0;1;418
2;5;0;0;1.0;1;419
2;5;0;0;1.0;1;420
2;5;0;0;1.0;1;421
2;5;0;0;1.0;1;422
2;5;0;0;1.0;1;423
2;5;0;0;1.0;1;424
2;5;0;0;1.0;1;425
2;5;0;0;1.0;1;426
2;5;0;0;1.0;1;427
2;5;0;0;1.0;1;428
2;5;0;0;1.0;1;429
2;5;0;0;1.0;1;430
2;5;0;0;1.0;1;431
2;5;0;0;1.0;1;432
2;5;0;0;1.0;1;433
2;5;0;0;1.0;1;434
2;6;0;0;1.0;1;435
2;6;0;0;1.0;1;436
2;6;0;0;1.0;1;437
2;6;0;0;1.0;1;438
2;6;0;0;1.0;1;439
2;6;0;0;1.0;1;440
2;6;0;0;1.0;1;441
2;6;0;0;1.0;1;442
2;6;0;0;1.0;1;443
2;6;0;0;1.0;1;444
2;6;0;0;1.0;1;445
2;6;0;0;1.0;1;446
2;6;0;0;1.0;1;447
3;6;0;0;1.0;1;448
3;7;0;0;1.0;1;449
3;7;0;0;1.0;1;450
3;7;0;0;1.0;1;451
3;7;0;0;1.0;1;452
3;7;0;0;1.0;1;453
3;7;0;0;1.0;1;454
3;7;0;0;1.0;1;455
3;7;0;0;1.0;1;456
3;7;0;0;1.0;1;457
3;7;0;0;1.0;1;458
3;7;0;0;1.0;1;459
3;7;0;0;1.0;1;460
3;7;0;0;1.0;1;461
3;7;0;0;1.0;1;462
3;7;0;0;1.0;1;463
3;7;0;0;1.0;1;464
3;7;0;0;1.0;1;465
3;7;0;0;1.0;1;466
3;7;0;0;1.0;1;467
3;7;0;0;1.0;1;468
3;7;0;0;1.0;1;469
3;7;0;0;1.0;1;470
3;7;0;0;1.0;1;471
3;7;0;0;1.0;1;472
3;7;0;0;1.0;1;473
3;7;0;0;1.0;1;474
3;7;0;0;1.0;1;475
3;7;0;0;1.0;1;476
3;7;0;0;1.0;1;477
3;7;0;0;1.0;1;478
3;7;0;0;1.0;1;479
3;7;0;0;1.0;1;480
3;7;0;0;1.0;1;481
3;7;0;0;1.0;1;482
3;7;0;0;1.0;1;483
3;7;0;0;1.0;1;484
3;7;0;0;1.0;1;485
4;7;0;0;1.0;1;486
4;7;0;0;1.0;1;487
4;7;0;0;1.0;1;488
4;7;0;0;1.0;1;489
4;7;0;0;1.0;1;490
4;7;0;0;1.0;1;491
4;7;0;0;1.0;1;492
4;7;0;0;1.0;1;493
4;7;0;0;1.0;1;494
4;7;0;0;1.0;1;495
4;7;0;0;1.0;1;496
4;7;0;0;1.0;1;497
4;7;0;0;1.0;1;498
4;7;0;0;1.0;1;499
4;7;0;0;1.0;1;500
4;7;0;0;1.0;1;501
4;7;0;0;1.0;1;502
4;7;0;0;1.0;1;503
4;7;0;0;1.0;1;504
4;7;0;0;1.0;1;505
4;7;0;0;1.0;1;506
4;7;0;0;1.0;1;507
4;7;0;0;1.0;1;508
4;7;0;0;1.0;1;509
4;7;0;0;1.0;1;510
4;7;0;0;1.0;1;511
4;7;0;0;1.0;1;512
4;7;0;0;1.0;1;513
4;7;0;0;1.0;1;514
4;7;0;0;1.0;1;515
4;7;0;0;1.0;1;516
4;7;0;0;1.0;1;517
4;7;0;0;1.0;1;518
4;7;0;0;1.0;1;519
4;7;0;0;1.0;1;520
4;7;0;0;1.0;1;521
4;7;0;0;1.0;1;522
4;7;0;0;1.0;1;523
4;7;0;0;1.0;1;524
4;7;0;0;1.0;1;525
4;7;0;0;1.0;1;526
4;7;0;0;1.0;1;527
4;7;0;0;1.0;1;528
4;7;0;0;1.0;1;529
4;7;0;0;1.0;1;530
4;7;0;0;1.0;1;531
4;7;0;0;1.0;1;532
4;7;0;0;1.0;1;533
4;7;0;0;1.0;1;534
4;7;0;0;1.0;1;535
4;7;0;0;1.0;1;536
4;7;0;0;1.0;1;537
4;7;0;0;1.0;1;538
4;7;0;0;1.0;1;539
4;7;0;0;1.0;1;540
4;7;0;0;1.0;1;541
4;7;0;0;1.0;1;542
4;7;0;0;1.0;1;543
4;7;0;0;1.0;1;544
4;7;0;0;1.0;1;545
4;7;0;0;1.0;1;546
4;7;0;0;1.0;1;547
4;7;0;0;1.0;1;548
4;7;0;0;1.0;1;549
4;7;0;0;0.5;1;550
4;7;0;0;0.5;1;551
4;7;0;0;0.5;1;552
4;7;0;0;0.5;1;553
4;7;0;0;0.5;1;554
4;7;0;0;0.5;1;555
4;7;0;0;0.5;1;556
4;7;0;0;0.5;1;557
4;7;0;0;0.5;1;558
4;7;0;0;0.5;1;559
4;7;0;0;0.5;1;560
4;7;0;0;0.5;1;561
4;7;0;0;0.5;1;562
4;7;0;0;0.5;1;563
4;7;0;0;0.5;1;564
4;7;0;0;0.5;1;565
4;7;0;0;0.5;1;566
4;7;0;0;0.5;1;567
4;8;0;0;0.5;1;568
4;8;0;0;0.5;1;569
4;8;0;0;0.5;1;570
4;8;0;0;0.5;1;571
4;8;0;0;0.5;1;572
4;8;0;0;0.5;1;573
4;8;0;0;0.5;1;574
4;8;0;0;0.5;1;575
4;8;0;0;0.5;1;576
4;8;0;0;0.5;1;577
4;8;0;0;0.5;1;578
4;8;0;0;0.5;1;579
4;8;0;0;0.5;1;580
4;8;0;0;0.5;1;581
4;8;0;0;0.5;1;582
4;8;0;0;0.5;1;583
4;8;0;0;0.5;1;584
4;8;0;0;0.5;1;585
4;8;0;0;0.5;1;586
4;8;0;0;0.5;1;587
4;8;0;0;0.5;1;588
4;8;0;0;0.5;1;589
4;8;0;0;0.5;1;590
4;8;0;0;0.5;1;591
4;8;0;0;0.5;1;592
4;8;0;0;0.5;1;593
4;8;0;0;0.5;1;594
4;8;0;0;0.5;1;595
4;8;0;0;0.5;1;596
4;8;0;0;0.5;1;597
4;8;0;0;0.5;1;598
4;8;0;0;0.5;1;599
4;8;0;0;0.5;1;600
4;8;0;0;0.5;1;601
4;8;0;0;0.5;1;602
4;8;0;0;0.5;1;603
4;8;0;0;0.5;1;604
4;8;0;0;0.5;1;605
4;8;0;0;0.5;1;606
4;8;0;0;0.5;1;607
4;8;0;0;0.5;1;608
4;8;0;0;0.5;1;609
4;8;0;0;0.5;1;610
4;8;0;0;0.5;1;611
4;8;0;0;0.5;1;612
4;8;0;0;0.5;1;613
4;8;0;0;0.5;1;614
4;8;0;0;0.5;1;615
4;8;0;0;0.5;1;616
4;8;0;0;0.5;1;617
4;8;0;0;0.5;1;618
5;8;0;0;0.5;1;619
5;8;0;0;0.5;1;620
5;8;0;0;0.5;1;621
5;8;0;0;0.5;1;622
5;8;0;0;0.5;1;623
5;8;0;0;0.5;1;624
5;8;0;0;0.5;1;625
5;8;0;0;0.5;1;626
5;8;0;0;0.5;1;627
5;8;0;0;0.5;1;628
5;8;0;0;0.5;1;629
5;8;0;0;0.5;1;630
5;8;0;0;0.5;1;631
5;8;0;0;0.5;1;632
5;8;0;0;0.5;1;633
5;8;0;0;0.5;1;634
5;8;0;0;0.5;1;635
5;8;0;0;0.5;1;636
5;8;0;0;0.5;1;637
5;8;0;0;0.5;1;638
5;8;0;0;0.5;1;639
5;8;0;0;0.5;1;640
5;8;0;0;0.5;1;641
5;8;0;0;0.5;1;642
5;8;0;0;0.5;1;643
5;8;0;0;0.5;1;644
5;8;0;0;0.5;1;645
5;8;0;0;0.67;1;646
5;8;0;0;0.67;1;647
5;8;0;0;0.67;1;648
5;8;0;0;0.67;1;649
5;8;0;0;0.67;1;650
5;8;0;0;0.67;1;651
5;8;0;0;0.67;1;652
5;8;0;0;0.67;1;653
5;8;0;0;0.67;1;654
5;8;0;0;0.67;1;655
5;8;0;0;0.67;1;656
5;8;0;0;0.67;1;657
5;8;0;0;0.67;1;658
5;8;0;0;0.67;1;659
5;8;0;0;0.67;1;660
5;8;0;0;0.67;1;661
5;8;0;0;0.67;1;662
5;8;0;0;0.67;1;663
5;8;0;0;0.67;1;664
5;8;0;0;0.67;1;665
5;8;0;0;0.67;1;666
5;8;0;0;0.67;1;667
5;8;0;0;0.67;1;668
5;8;0;0;0.67;1;669
5;8;0;0;0.67;1;670
5;8;0;0;0.67;1;671
5;9;0;0;0.67;1;672
5;9;0;0;0.67;1;673
5;9;0;0;0.67;1;674
5;9;0;0;0.67;1;675
5;9;0;0;0.67;1;676
5;9;0;0;0.67;1;677
5;9;0;0;0.67;1;678
5;9;0;0;0.67;1;679
5;9;0;0;0.67;1;680
5;9;0;0;0.67;1;681
5;9;0;0;0.67;1;682
5;9;0;0;0.67;1;683
5;9;0;0;0.67;1;684
5;9;0;0;0.67;1;685
5;9;0;0;0.67;1;686
5;9;0;0;0.67;1;687
5;9;0;0;0.67;1;688
5;9;0;0;0.67;1;689
5;9;0;0;0.67;1;690
5;9;0;0;0.67;1;691
5;9;0;0;0.67;1;692
5;9;0;0;0.67;1;693
5;9;0;0;0.67;1;694
5;9;0;0;0.67;1;695
5;9;0;0;0.67;1;696
5;9;0;0;0.67;1;697
5;9;0;0;0.67;1;698
5;10;0;0;0.67;1;699
5;10;0;0;0.67;1;700
5;10;0;0;0.67;1;701
5;10;0;0;0.67;1;702
5;10;0;0;0.67;1;703
5;10;0;0;0.67;1;704
5;10;0;0;0.67;1;705
5;10;0;0;0.67;1;706
5;10;0;0;0.67;1;707
5;10;0;0;0.67;1;708
5;10;0;0;0.67;1;709
5;10;0;0;0.67;1;710
5;10;0;0;0.67;1;711
5;10;0;0;0.67;1;712
5;10;0;0;0.67;1;713
5;10;0;0;0.67;1;714
5;10;0;0;0.67;1;715
5;10;0;0;0.67;1;716
5;10;0;0;0.67;1;717
5;10;0;0;0.67;1;718
5;10;0;0;0.67;1;719
5;10;0;0;0.67;1;720
5;10;0;0;0.67;1;721
5;10;0;0;0.67;1;722
5;10;0;0;0.67;1;723
5;10;0;0;0.67;1;724
5;10;0;0;0.67;1;725
5;10;0;0;0.67;1;726
5;10;0;0;0.67;1;727
5;10;0;0;0.67;1;728
5;10;0;0;0.67;1;729
5;10;0;0;0.67;1;730
5;10;0;0;0.67;1;731
5;10;0;0;0.67;1;732
5;10;0;0;0.67;1;733
5;10;0;0;0.67;1;734
5;10;0;0;0.67;1;735
5;10;0;0;0.67;1;736
5;10;0;0;0.67;1;737
5;10;0;0;0.67;1;738
5;10;0;0;0.67;1;739
5;10;0;0;0.67;1;740
5;10;0;0;0.67;1;741
5;10;0;0;0.67;1;742
5;10;0;0;0.67;1;743
5;10;0;0;0.67;1;744
5;10;0;0;0.67;1;745
5;10;0;0;0.67;1;746
5;10;0;0;0.67;1;747
5;10;0;0;0.67;1;748
5;10;0;0;0.67;1;749
5;10;0;0;0.67;1;750
5;10;0;0;0.67;1;751
5;10;0;0;0.67;1;752
5;10;0;0;0.67;1;753
5;10;0;0;0.67;1;754
5;10;0;0;0.67;1;755
5;10;0;0;0.67;1;756
5;10;0;0;0.67;1;757
5;10;0;0;0.67;1;758
5;10;0;0;0.67;1;759
5;10;0;0;0.67;1;760
5;10;0;0;0.67;1;761
5;10;0;0;0.67;1;762
5;10;0;0;0.67;1;763
5;10;0;0;0.67;1;764
5;10;0;0;0.67;1;765
5;10;0;0;0.67;1;766
5;10;0;0;0.67;1;767
5;10;0;0;0.67;1;768
5;10;0;0;0.67;1;769
5;10;0;0;0.67;1;770
5;10;0;0;0.67;1;771
5;10;0;0;0.67;1;772
5;10;0;0;0.67;1;773
5;10;0;0;0.67;1;774
5;10;0;0;0.67;1;775
5;10;0;0;0.67;1;776
5;10;0;0;0.67;1;777
5;10;0;0;0.67;1;778
5;10;0;0;0.67;1;779
5;10;0;0;0.67;1;780
5;10;0;0;0.67;1;781
5;10;0;0;0.67;1;782
5;10;0;0;0.67;1;783
5;10;0;0;0.67;1;784
5;10;0;0;0.67;1;785
5;10;0;0;0.67;1;786
5;10;0;0;0.67;1;787
5;10;0;0;0.67;1;788
5;10;0;0;0.67;1;789
5;10;0;0;0.67;1;790
5;10;0;0;0.67;1;791
5;10;0;0;0.67;1;792
5;10;0;0;0.67;1;793
5;10;0;0;0.67;1;794
5;10;0;0;0.67;1;795
5;10;0;0;0.67;1;796
5;10;0;0;0.67;1;797
5;10;0;0;0.67;1;798
5;10;0;0;0.67;1;799
5;10;0;0;0.67;1;800
5;10;0;0;0.67;1;801
5;10;0;0;0.67;1;802
5;11;0;0;0.67;1;803
5;11;0;0;0.67;1;804
5;11;0;0;0.67;1;805
5;11;0;0;0.67;1;806
5;11;0;0;0.67;1;807
5;11;0;0;0.67;1;808
5;11;0;0;0.67;1;809
5;11;0;0;0.67;1;810
5;11;0;0;0.67;1;811
5;12;0;0;0.67;1;812
5;12;0;0;0.67;1;813
5;12;0;0;0.67;1;814
5;12;0;0;0.67;1;815
5;12;0;0;0.67;1;816
5;12;0;0;0.67;1;817
5;12;0;0;0.67;1;818
5;12;0;0;0.67;1;819
5;12;0;0;0.67;1;820
5;12;0;0;0.67;1;821
5;12;0;0;0.67;1;822
5;12;0;0;0.67;1;823
5;12;0;0;0.67;1;824
5;12;0;0;0.67;1;825
5;12;0;0;0.67;1;826
5;12;0;0;0.67;1;827
5;12;0;0;0.67;1;828
5;12;0;0;0.67;1;829
5;12;0;0;0.67;1;830
5;12;0;0;0.67;1;831
5;12;0;0;0.67;1;832
5;12;0;0;0.67;1;833
5;12;0;0;0.67;1;834
5;12;0;0;0.67;1;835
5;12;0;0;0.67;1;836
5;12;0;0;0.67;1;837
5;12;0;0;0.67;1;838
5;12;0;0;0.67;1;839
5;12;0;0;0.67;1;840
5;12;0;0;0.67;1;841
5;12;0;0;0.67;1;842
5;12;0;0;0.67;1;843
5;12;0;0;0.67;1;844
5;12;0;0;0.67;1;845
5;12;0;0;0.67;1;846
5;12;0;0;0.67;1;847
5;13;0;0;0.67;1;848
5;13;0;0;0.67;1;849
5;13;0;0;0.67;1;850
5;13;0;0;0.67;1;851
5;13;0;0;0.67;1;852
5;13;0;0;0.67;1;853
5;13;0;0;0.67;1;854
5;13;0;0;0.67;1;855
5;13;0;0;0.67;1;856
5;13;0;0;0.67;1;857
5;13;0;0;0.67;1;858
5;13;0;0;0.67;1;859
5;13;0;0;0.67;1;860
5;13;0;0;0.67;1;861
5;13;0;0;0.67;1;862
5;13;0;0;0.67;1;863
5;13;0;0;0.67;1;864
5;13;0;0;0.67;1;865
5;13;0;0;0.67;1;866
5;13;0;0;0.67;1;867
5;13;0;0;0.67;1;868
5;13;0;0;0.67;1;869
5;13;0;0;0.67;1;870
5;13;0;0;0.67;1;871
5;13;0;0;0.67;1;872
5;13;0;0;0.67;1;873
5;13;0;0;0.67;1;874
5;13;0;0;0.67;1;875
5;13;0;0;0.67;1;876
5;13;0;0;0.67;1;877
5;13;0;0;0.67;1;878
5;13;0;0;0.67;1;879
5;13;0;0;0.67;1;880
5;13;0;0;0.67;1;881
5;13;0;0;0.67;1;882
5;13;0;0;0.67;1;883
5;13;0;0;0.67;1;884
5;13;0;0;0.67;1;885
5;13;0;0;0.67;1;886
5;13;0;0;0.67;1;887
5;13;0;0;0.67;1;888
5;13;0;0;0.67;1;889
5;13;0;0;0.67;1;890
5;13;0;0;0.67;1;891
5;13;0;0;0.67;1;892
