total_number_messages_human;total_number_messages_agent;average_message_length_human;average_message_length_agent;ignored;world_nr;tick_nr
1;2;0;0;0;1;214
1;2;0;0;0;1;215
1;2;0;0;0;1;216
1;2;0;0;0;1;217
1;2;0;0;0;1;218
1;2;0;0;0;1;219
1;2;0;0;0;1;220
1;2;0;0;0;1;221
1;2;0;0;0;1;222
1;2;0;0;0;1;223
1;2;0;0;0;1;224
1;2;0;0;0;1;225
1;2;0;0;0;1;226
1;2;0;0;0;1;227
1;2;0;0;0;1;228
1;2;0;0;0;1;229
1;2;0;0;0;1;230
1;2;0;0;0;1;231
1;2;0;0;0;1;232
1;2;0;0;0;1;233
1;2;0;0;0;1;234
1;2;0;0;0;1;235
1;2;0;0;0;1;236
1;2;0;0;0;1;237
1;2;0;0;0;1;238
1;2;0;0;0;1;239
1;2;0;0;0;1;240
1;2;0;0;0;1;241
1;2;0;0;0;1;242
1;2;0;0;0;1;243
1;2;0;0;0;1;244
1;2;0;0;0;1;245
1;2;0;0;0;1;246
1;2;0;0;0;1;247
1;2;0;0;0;1;248
1;2;0;0;0;1;249
1;2;0;0;0;1;250
1;2;0;0;0;1;251
1;2;0;0;0;1;252
1;2;0;0;0;1;253
1;3;0;0;0;1;254
1;3;0;0;0;1;255
1;3;0;0;0;1;256
1;3;0;0;0;1;257
1;3;0;0;0;1;258
1;3;0;0;0;1;259
1;3;0;0;0;1;260
1;3;0;0;0;1;261
1;3;0;0;0;1;262
1;3;0;0;0;1;263
1;3;0;0;0;1;264
1;3;0;0;0;1;265
1;3;0;0;0;1;266
2;3;0;0;0;1;267
2;4;0;0;0;1;268
2;4;0;0;1.0;1;269
2;4;0;0;1.0;1;270
2;4;0;0;1.0;1;271
2;4;0;0;1.0;1;272
2;4;0;0;1.0;1;273
2;4;0;0;1.0;1;274
2;4;0;0;1.0;1;275
2;4;0;0;1.0;1;276
2;4;0;0;1.0;1;277
2;4;0;0;1.0;1;278
2;4;0;0;1.0;1;279
2;4;0;0;1.0;1;280
2;4;0;0;1.0;1;281
2;4;0;0;1.0;1;282
2;4;0;0;1.0;1;283
2;4;0;0;1.0;1;284
2;4;0;0;1.0;1;285
2;4;0;0;1.0;1;286
2;4;0;0;1.0;1;287
2;4;0;0;1.0;1;288
2;4;0;0;1.0;1;289
2;4;0;0;1.0;1;290
2;4;0;0;1.0;1;291
2;4;0;0;1.0;1;292
2;4;0;0;1.0;1;293
2;4;0;0;1.0;1;294
2;4;0;0;1.0;1;295
2;4;0;0;1.0;1;296
2;4;0;0;1.0;1;297
2;4;0;0;1.0;1;298
2;4;0;0;1.0;1;299
2;4;0;0;1.0;1;300
2;4;0;0;1.0;1;301
2;4;0;0;1.0;1;302
2;4;0;0;1.0;1;303
2;4;0;0;1.0;1;304
2;4;0;0;1.0;1;305
2;4;0;0;1.0;1;306
2;4;0;0;1.0;1;307
2;4;0;0;1.0;1;308
2;4;0;0;1.0;1;309
2;4;0;0;1.0;1;310
2;4;0;0;1.0;1;311
2;4;0;0;1.0;1;312
2;4;0;0;1.0;1;313
2;4;0;0;1.0;1;314
2;4;0;0;1.0;1;315
2;4;0;0;1.0;1;316
2;4;0;0;1.0;1;317
2;4;0;0;1.0;1;318
2;4;0;0;1.0;1;319
2;4;0;0;1.0;1;320
2;4;0;0;1.0;1;321
2;4;0;0;1.0;1;322
2;4;0;0;1.0;1;323
2;4;0;0;1.0;1;324
2;4;0;0;1.0;1;325
2;4;0;0;1.0;1;326
2;4;0;0;1.0;1;327
2;4;0;0;1.0;1;328
2;4;0;0;1.0;1;329
2;4;0;0;1.0;1;330
2;4;0;0;1.0;1;331
2;4;0;0;1.0;1;332
2;4;0;0;1.0;1;333
2;4;0;0;1.0;1;334
2;4;0;0;1.0;1;335
2;4;0;0;1.0;1;336
2;4;0;0;1.0;1;337
2;4;0;0;1.0;1;338
2;4;0;0;1.0;1;339
2;4;0;0;1.0;1;340
2;4;0;0;1.0;1;341
2;4;0;0;1.0;1;342
2;4;0;0;1.0;1;343
2;4;0;0;1.0;1;344
2;4;0;0;1.0;1;345
2;4;0;0;1.0;1;346
2;4;0;0;1.0;1;347
2;4;0;0;1.0;1;348
2;4;0;0;1.0;1;349
2;4;0;0;1.0;1;350
2;4;0;0;1.0;1;351
2;4;0;0;1.0;1;352
2;4;0;0;1.0;1;353
2;4;0;0;1.0;1;354
2;4;0;0;1.0;1;355
2;4;0;0;1.0;1;356
2;4;0;0;1.0;1;357
2;4;0;0;1.0;1;358
2;4;0;0;1.0;1;359
2;4;0;0;1.0;1;360
2;4;0;0;1.0;1;361
2;4;0;0;1.0;1;362
2;4;0;0;1.0;1;363
2;4;0;0;1.0;1;364
2;4;0;0;1.0;1;365
2;4;0;0;1.0;1;366
2;4;0;0;1.0;1;367
2;4;0;0;1.0;1;368
2;4;0;0;1.0;1;369
2;4;0;0;1.0;1;370
2;4;0;0;1.0;1;371
2;4;0;0;1.0;1;372
2;4;0;0;1.0;1;373
2;4;0;0;1.0;1;374
2;4;0;0;1.0;1;375
2;4;0;0;1.0;1;376
2;4;0;0;1.0;1;377
2;4;0;0;1.0;1;378
2;4;0;0;1.0;1;379
2;4;0;0;1.0;1;380
2;4;0;0;1.0;1;381
2;4;0;0;1.0;1;382
2;4;0;0;1.0;1;383
2;4;0;0;1.0;1;384
2;4;0;0;1.0;1;385
2;4;0;0;1.0;1;386
2;4;0;0;1.0;1;387
2;4;0;0;1.0;1;388
2;4;0;0;1.0;1;389
2;4;0;0;1.0;1;390
2;4;0;0;1.0;1;391
2;4;0;0;1.0;1;392
2;4;0;0;1.0;1;393
2;4;0;0;1.0;1;394
2;4;0;0;1.0;1;395
2;4;0;0;1.0;1;396
2;4;0;0;1.0;1;397
2;4;0;0;1.0;1;398
2;4;0;0;1.0;1;399
2;4;0;0;1.0;1;400
2;4;0;0;1.0;1;401
2;4;0;0;1.0;1;402
2;4;0;0;1.0;1;403
2;4;0;0;1.0;1;404
2;4;0;0;1.0;1;405
2;4;0;0;1.0;1;406
2;4;0;0;1.0;1;407
2;4;0;0;1.0;1;408
2;4;0;0;1.0;1;409
2;4;0;0;1.0;1;410
2;4;0;0;1.0;1;411
2;4;0;0;1.0;1;412
2;4;0;0;1.0;1;413
2;4;0;0;1.0;1;414
2;4;0;0;1.0;1;415
2;4;0;0;1.0;1;416
2;4;0;0;1.0;1;417
2;4;0;0;1.0;1;418
2;4;0;0;1.0;1;419
2;4;0;0;1.0;1;420
2;4;0;0;1.0;1;421
2;5;0;0;1.0;1;422
2;5;0;0;1.0;1;423
2;5;0;0;1.0;1;424
2;5;0;0;1.0;1;425
2;5;0;0;1.0;1;426
2;5;0;0;1.0;1;427
2;5;0;0;1.0;1;428
2;5;0;0;1.0;1;429
2;5;0;0;1.0;1;430
2;5;0;0;1.0;1;431
2;5;0;0;1.0;1;432
2;5;0;0;1.0;1;433
2;5;0;0;1.0;1;434
2;5;0;0;1.0;1;435
2;5;0;0;1.0;1;436
2;5;0;0;1.0;1;437
2;5;0;0;1.0;1;438
2;5;0;0;1.0;1;439
2;5;0;0;1.0;1;440
2;5;0;0;1.0;1;441
2;5;0;0;1.0;1;442
2;5;0;0;1.0;1;443
2;5;0;0;1.0;1;444
2;5;0;0;1.0;1;445
2;5;0;0;1.0;1;446
2;5;0;0;1.0;1;447
2;5;0;0;1.0;1;448
2;5;0;0;1.0;1;449
2;5;0;0;1.0;1;450
2;5;0;0;1.0;1;451
2;5;0;0;1.0;1;452
2;5;0;0;1.0;1;453
2;5;0;0;1.0;1;454
2;5;0;0;1.0;1;455
2;5;0;0;1.0;1;456
2;5;0;0;1.0;1;457
2;6;0;0;1.0;1;458
2;6;0;0;1.0;1;459
2;6;0;0;1.0;1;460
2;6;0;0;1.0;1;461
2;6;0;0;1.0;1;462
2;6;0;0;1.0;1;463
2;6;0;0;1.0;1;464
2;6;0;0;1.0;1;465
2;6;0;0;1.0;1;466
2;6;0;0;1.0;1;467
2;6;0;0;1.0;1;468
2;6;0;0;1.0;1;469
2;6;0;0;1.0;1;470
2;6;0;0;1.0;1;471
2;6;0;0;1.0;1;472
2;6;0;0;1.0;1;473
2;6;0;0;1.0;1;474
2;6;0;0;1.0;1;475
2;6;0;0;1.0;1;476
2;6;0;0;1.0;1;477
2;6;0;0;1.0;1;478
2;6;0;0;1.0;1;479
2;6;0;0;1.0;1;480
2;6;0;0;1.0;1;481
2;6;0;0;1.0;1;482
2;6;0;0;1.0;1;483
2;6;0;0;1.0;1;484
2;6;0;0;1.0;1;485
2;6;0;0;1.0;1;486
2;6;0;0;1.0;1;487
2;6;0;0;1.0;1;488
2;6;0;0;1.0;1;489
2;6;0;0;1.0;1;490
2;6;0;0;1.0;1;491
2;6;0;0;1.0;1;492
2;6;0;0;1.0;1;493
2;6;0;0;1.0;1;494
2;6;0;0;1.0;1;495
2;6;0;0;1.0;1;496
2;6;0;0;1.0;1;497
2;6;0;0;1.0;1;498
2;6;0;0;1.0;1;499
3;6;0;0;1.0;1;500
3;7;0;0;1.0;1;501
3;7;0;0;1.0;1;502
3;7;0;0;1.0;1;503
3;7;0;0;1.0;1;504
3;7;0;0;1.0;1;505
3;7;0;0;1.0;1;506
3;7;0;0;1.0;1;507
3;7;0;0;1.0;1;508
3;7;0;0;1.0;1;509
3;7;0;0;1.0;1;510
3;7;0;0;1.0;1;511
3;7;0;0;1.0;1;512
3;7;0;0;1.0;1;513
3;7;0;0;1.0;1;514
3;7;0;0;1.0;1;515
3;7;0;0;1.0;1;516
3;7;0;0;1.0;1;517
3;7;0;0;1.0;1;518
3;7;0;0;1.0;1;519
3;7;0;0;1.0;1;520
3;7;0;0;1.0;1;521
3;7;0;0;1.0;1;522
3;7;0;0;1.0;1;523
3;7;0;0;1.0;1;524
3;7;0;0;1.0;1;525
3;7;0;0;1.0;1;526
3;7;0;0;1.0;1;527
3;7;0;0;1.0;1;528
3;7;0;0;1.0;1;529
3;7;0;0;1.0;1;530
3;7;0;0;1.0;1;531
3;7;0;0;1.0;1;532
3;7;0;0;1.0;1;533
3;7;0;0;1.0;1;534
3;7;0;0;1.0;1;535
3;7;0;0;1.0;1;536
3;7;0;0;1.0;1;537
3;7;0;0;1.0;1;538
3;7;0;0;1.0;1;539
3;7;0;0;1.0;1;540
3;7;0;0;1.0;1;541
3;7;0;0;1.0;1;542
3;7;0;0;1.0;1;543
3;7;0;0;1.0;1;544
3;7;0;0;1.0;1;545
3;7;0;0;1.0;1;546
3;7;0;0;1.0;1;547
3;7;0;0;1.0;1;548
3;7;0;0;1.0;1;549
3;7;0;0;1.0;1;550
3;7;0;0;1.0;1;551
3;7;0;0;1.0;1;552
3;7;0;0;1.0;1;553
3;7;0;0;1.0;1;554
3;7;0;0;1.0;1;555
3;7;0;0;1.0;1;556
3;7;0;0;1.0;1;557
3;7;0;0;1.0;1;558
3;7;0;0;1.0;1;559
3;7;0;0;1.0;1;560
3;7;0;0;1.0;1;561
3;7;0;0;1.0;1;562
3;7;0;0;1.0;1;563
3;7;0;0;1.0;1;564
3;7;0;0;1.0;1;565
3;7;0;0;1.0;1;566
3;7;0;0;1.0;1;567
3;7;0;0;1.0;1;568
3;7;0;0;1.0;1;569
3;7;0;0;1.0;1;570
3;7;0;0;1.0;1;571
3;7;0;0;1.0;1;572
3;7;0;0;1.0;1;573
3;7;0;0;1.0;1;574
3;7;0;0;1.0;1;575
3;7;0;0;1.0;1;576
3;7;0;0;1.0;1;577
3;7;0;0;1.0;1;578
3;7;0;0;1.0;1;579
3;7;0;0;1.0;1;580
3;7;0;0;1.0;1;581
3;7;0;0;1.0;1;582
3;7;0;0;1.0;1;583
3;7;0;0;1.0;1;584
3;7;0;0;1.0;1;585
3;7;0;0;1.0;1;586
3;7;0;0;1.0;1;587
3;7;0;0;1.0;1;588
3;7;0;0;1.0;1;589
3;7;0;0;1.0;1;590
3;7;0;0;1.0;1;591
3;7;0;0;1.0;1;592
3;7;0;0;1.0;1;593
3;7;0;0;1.0;1;594
3;7;0;0;1.0;1;595
3;7;0;0;1.0;1;596
3;7;0;0;1.0;1;597
3;7;0;0;1.0;1;598
3;7;0;0;1.0;1;599
3;7;0;0;1.0;1;600
3;7;0;0;1.0;1;601
3;7;0;0;0.5;1;602
3;7;0;0;0.5;1;603
3;7;0;0;0.5;1;604
3;7;0;0;0.5;1;605
3;7;0;0;0.5;1;606
3;7;0;0;0.5;1;607
3;7;0;0;0.5;1;608
3;7;0;0;0.5;1;609
3;7;0;0;0.5;1;610
3;7;0;0;0.5;1;611
3;7;0;0;0.5;1;612
3;7;0;0;0.5;1;613
3;7;0;0;0.5;1;614
3;7;0;0;0.5;1;615
3;7;0;0;0.5;1;616
3;7;0;0;0.5;1;617
3;7;0;0;0.5;1;618
3;7;0;0;0.5;1;619
3;8;0;0;0.5;1;620
3;8;0;0;0.5;1;621
3;8;0;0;0.5;1;622
3;8;0;0;0.5;1;623
3;8;0;0;0.5;1;624
3;8;0;0;0.5;1;625
3;8;0;0;0.5;1;626
3;8;0;0;0.5;1;627
3;8;0;0;0.5;1;628
3;8;0;0;0.5;1;629
3;8;0;0;0.5;1;630
3;8;0;0;0.5;1;631
3;8;0;0;0.5;1;632
3;8;0;0;0.5;1;633
3;8;0;0;0.5;1;634
3;8;0;0;0.5;1;635
3;8;0;0;0.5;1;636
3;8;0;0;0.5;1;637
3;8;0;0;0.5;1;638
3;8;0;0;0.5;1;639
3;8;0;0;0.5;1;640
3;8;0;0;0.5;1;641
3;8;0;0;0.5;1;642
3;8;0;0;0.5;1;643
3;8;0;0;0.5;1;644
3;8;0;0;0.5;1;645
3;8;0;0;0.5;1;646
3;8;0;0;0.5;1;647
3;8;0;0;0.5;1;648
3;8;0;0;0.5;1;649
3;8;0;0;0.5;1;650
3;8;0;0;0.5;1;651
3;8;0;0;0.5;1;652
3;8;0;0;0.5;1;653
3;8;0;0;0.5;1;654
3;8;0;0;0.5;1;655
3;8;0;0;0.5;1;656
3;8;0;0;0.5;1;657
3;8;0;0;0.5;1;658
3;8;0;0;0.5;1;659
3;8;0;0;0.5;1;660
3;8;0;0;0.5;1;661
3;8;0;0;0.5;1;662
3;8;0;0;0.5;1;663
3;8;0;0;0.5;1;664
3;8;0;0;0.5;1;665
3;8;0;0;0.5;1;666
3;8;0;0;0.5;1;667
3;8;0;0;0.5;1;668
3;8;0;0;0.5;1;669
3;8;0;0;0.5;1;670
3;8;0;0;0.5;1;671
3;8;0;0;0.5;1;672
3;8;0;0;0.5;1;673
3;8;0;0;0.5;1;674
3;8;0;0;0.5;1;675
3;8;0;0;0.5;1;676
3;8;0;0;0.5;1;677
3;8;0;0;0.5;1;678
3;8;0;0;0.5;1;679
3;8;0;0;0.5;1;680
3;8;0;0;0.5;1;681
3;8;0;0;0.5;1;682
3;8;0;0;0.5;1;683
3;8;0;0;0.5;1;684
3;8;0;0;0.5;1;685
3;8;0;0;0.5;1;686
3;8;0;0;0.5;1;687
3;8;0;0;0.5;1;688
3;8;0;0;0.5;1;689
3;8;0;0;0.5;1;690
3;8;0;0;0.5;1;691
3;8;0;0;0.5;1;692
3;8;0;0;0.5;1;693
3;8;0;0;0.5;1;694
3;8;0;0;0.5;1;695
3;8;0;0;0.5;1;696
3;8;0;0;0.5;1;697
3;8;0;0;0.5;1;698
3;8;0;0;0.5;1;699
3;8;0;0;0.5;1;700
3;8;0;0;0.5;1;701
3;8;0;0;0.5;1;702
3;8;0;0;0.5;1;703
3;8;0;0;0.5;1;704
3;8;0;0;0.5;1;705
3;8;0;0;0.5;1;706
3;8;0;0;0.5;1;707
3;8;0;0;0.5;1;708
3;8;0;0;0.5;1;709
3;8;0;0;0.5;1;710
3;8;0;0;0.5;1;711
3;8;0;0;0.5;1;712
3;8;0;0;0.5;1;713
3;8;0;0;0.5;1;714
3;8;0;0;0.5;1;715
3;8;0;0;0.5;1;716
3;8;0;0;0.5;1;717
3;8;0;0;0.5;1;718
3;8;0;0;0.5;1;719
3;8;0;0;0.5;1;720
3;8;0;0;0.5;1;721
3;8;0;0;0.5;1;722
3;8;0;0;0.5;1;723
3;8;0;0;0.5;1;724
3;8;0;0;0.5;1;725
3;8;0;0;0.5;1;726
3;8;0;0;0.5;1;727
3;8;0;0;0.5;1;728
3;8;0;0;0.5;1;729
3;8;0;0;0.5;1;730
3;8;0;0;0.5;1;731
3;8;0;0;0.5;1;732
3;8;0;0;0.5;1;733
3;8;0;0;0.5;1;734
3;8;0;0;0.5;1;735
3;8;0;0;0.5;1;736
3;8;0;0;0.5;1;737
3;8;0;0;0.5;1;738
3;8;0;0;0.5;1;739
3;8;0;0;0.5;1;740
3;8;0;0;0.5;1;741
3;8;0;0;0.5;1;742
3;8;0;0;0.5;1;743
3;8;0;0;0.5;1;744
3;8;0;0;0.5;1;745
3;8;0;0;0.5;1;746
3;8;0;0;0.5;1;747
3;8;0;0;0.5;1;748
3;8;0;0;0.5;1;749
3;8;0;0;0.5;1;750
3;8;0;0;0.5;1;751
3;8;0;0;0.5;1;752
3;8;0;0;0.5;1;753
3;8;0;0;0.5;1;754
3;8;0;0;0.5;1;755
3;8;0;0;0.5;1;756
3;8;0;0;0.5;1;757
3;8;0;0;0.5;1;758
3;8;0;0;0.5;1;759
3;8;0;0;0.5;1;760
3;8;0;0;0.5;1;761
3;8;0;0;0.5;1;762
3;8;0;0;0.5;1;763
3;8;0;0;0.5;1;764
3;8;0;0;0.5;1;765
3;8;0;0;0.5;1;766
3;8;0;0;0.5;1;767
3;8;0;0;0.5;1;768
3;8;0;0;0.5;1;769
3;8;0;0;0.5;1;770
3;8;0;0;0.5;1;771
3;8;0;0;0.5;1;772
3;8;0;0;0.5;1;773
3;8;0;0;0.5;1;774
3;8;0;0;0.5;1;775
3;8;0;0;0.5;1;776
3;8;0;0;0.5;1;777
3;8;0;0;0.5;1;778
3;8;0;0;0.5;1;779
3;8;0;0;0.5;1;780
3;8;0;0;0.5;1;781
3;8;0;0;0.5;1;782
3;8;0;0;0.5;1;783
3;8;0;0;0.5;1;784
3;8;0;0;0.5;1;785
3;8;0;0;0.5;1;786
3;8;0;0;0.5;1;787
3;8;0;0;0.5;1;788
3;8;0;0;0.5;1;789
3;8;0;0;0.5;1;790
3;8;0;0;0.5;1;791
3;8;0;0;0.5;1;792
3;8;0;0;0.5;1;793
3;8;0;0;0.5;1;794
3;8;0;0;0.5;1;795
3;8;0;0;0.5;1;796
3;8;0;0;0.5;1;797
3;8;0;0;0.5;1;798
3;8;0;0;0.5;1;799
3;8;0;0;0.5;1;800
3;8;0;0;0.5;1;801
3;8;0;0;0.5;1;802
3;8;0;0;0.5;1;803
3;8;0;0;0.5;1;804
3;8;0;0;0.5;1;805
3;8;0;0;0.5;1;806
3;8;0;0;0.5;1;807
3;8;0;0;0.5;1;808
3;8;0;0;0.5;1;809
3;8;0;0;0.5;1;810
3;8;0;0;0.5;1;811
3;8;0;0;0.5;1;812
3;8;0;0;0.5;1;813
3;8;0;0;0.5;1;814
3;8;0;0;0.5;1;815
3;8;0;0;0.5;1;816
3;8;0;0;0.5;1;817
3;8;0;0;0.5;1;818
3;8;0;0;0.5;1;819
3;8;0;0;0.5;1;820
3;8;0;0;0.5;1;821
3;8;0;0;0.5;1;822
3;8;0;0;0.5;1;823
3;8;0;0;0.5;1;824
3;8;0;0;0.5;1;825
3;8;0;0;0.5;1;826
3;8;0;0;0.5;1;827
3;8;0;0;0.5;1;828
3;8;0;0;0.5;1;829
3;8;0;0;0.5;1;830
3;8;0;0;0.5;1;831
3;8;0;0;0.5;1;832
3;8;0;0;0.5;1;833
3;8;0;0;0.5;1;834
3;8;0;0;0.5;1;835
3;8;0;0;0.5;1;836
3;8;0;0;0.5;1;837
3;8;0;0;0.5;1;838
3;8;0;0;0.5;1;839
3;8;0;0;0.5;1;840
3;8;0;0;0.5;1;841
3;8;0;0;0.5;1;842
3;8;0;0;0.5;1;843
3;8;0;0;0.5;1;844
3;8;0;0;0.5;1;845
3;8;0;0;0.5;1;846
3;8;0;0;0.5;1;847
3;8;0;0;0.5;1;848
3;8;0;0;0.5;1;849
3;8;0;0;0.5;1;850
3;8;0;0;0.5;1;851
3;8;0;0;0.5;1;852
3;8;0;0;0.5;1;853
3;8;0;0;0.5;1;854
3;8;0;0;0.5;1;855
3;8;0;0;0.5;1;856
3;8;0;0;0.5;1;857
3;8;0;0;0.5;1;858
3;8;0;0;0.5;1;859
3;8;0;0;0.5;1;860
3;8;0;0;0.5;1;861
3;8;0;0;0.5;1;862
3;8;0;0;0.5;1;863
3;8;0;0;0.5;1;864
3;8;0;0;0.5;1;865
3;8;0;0;0.5;1;866
3;8;0;0;0.5;1;867
3;8;0;0;0.5;1;868
3;8;0;0;0.5;1;869
3;8;0;0;0.5;1;870
3;8;0;0;0.5;1;871
3;8;0;0;0.5;1;872
3;8;0;0;0.5;1;873
3;8;0;0;0.5;1;874
3;8;0;0;0.5;1;875
3;8;0;0;0.5;1;876
3;8;0;0;0.5;1;877
3;8;0;0;0.5;1;878
3;8;0;0;0.5;1;879
3;8;0;0;0.5;1;880
3;8;0;0;0.5;1;881
3;8;0;0;0.5;1;882
3;8;0;0;0.5;1;883
3;8;0;0;0.5;1;884
3;8;0;0;0.5;1;885
3;8;0;0;0.5;1;886
3;8;0;0;0.5;1;887
3;8;0;0;0.5;1;888
3;8;0;0;0.5;1;889
3;8;0;0;0.5;1;890
3;8;0;0;0.5;1;891
3;8;0;0;0.5;1;892
4;8;0;0;0.5;1;893
4;8;0;0;0.5;1;894
4;8;0;0;0.5;1;895
4;8;0;0;0.5;1;896
4;8;0;0;0.5;1;897
4;8;0;0;0.5;1;898
4;8;0;0;0.5;1;899
4;8;0;0;0.5;1;900
4;8;0;0;0.5;1;901
